"","Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces"
"2249","Road 2 Ruin Double IPA",1171,0.072,NA,436,"American Double / Imperial IPA",12
"2250","Workers Comp Saison",1170,0.048,NA,436,"Saison / Farmhouse Ale",12
"2251","Ol' Factory Pils",1169,0.05,NA,436,"German Pilsener",12
"2252","PUNK'N",2310,0.05,10,160,"Pumpkin Ale",12
"2253","Yard Sale Winter Lager",2100,0.04,22,160,"American Amber / Red Lager",12
"2254","Trader Session IPA",1925,0.04,42,160,"American IPA",12
"2255","Hop Nosh IPA",1723,0.073,83,160,"American IPA",12
"2256","SUM'R",1212,0.04,17,160,"American Blonde Ale",12
"2257","Organic Baba Black Lager",1097,0.04,32,160,"Schwarzbier",12
"2258","Hop Notch IPA (2013)",1089,0.073,82,160,"American IPA",12
"2259","Cutthroat Pale Ale",1088,0.04,34,160,"American Pale Ale (APA)",12
"2260","WYLD Extra Pale Ale",974,0.04,29,160,"American Pale Ale (APA)",12
"2261","Pilsner Ukiah",98,0.055,NA,556,"German Pilsener",12
"2262","The Green Room",2372,0.06,75,127,"American IPA",16
"2263","Humbucker Helles",2367,0.047,25,127,"Maibock / Helles Bock",16
"2264","Uncle John's Apple Cherry Cider",1704,0.065,NA,339,"Cider",16
"2265","Uncle John's Apricot Apple Cider",1703,0.065,NA,339,"Cider",16
"2266","Draught Hard Apple Cider",877,0.065,NA,339,"Cider",16
"2267","Scotty K NA",606,0.001,NA,523,"Low Alcohol Beer",16
"2268","Bacon Brown Ale",543,0.068,NA,523,"American Brown Ale",16
"2269","Golden State Ale",347,0.064,NA,523,"Belgian Pale Ale",16
"2270","Baltic Porter",346,0.078,NA,523,"Baltic Porter",16
"2271","Siamese twin",25,0.085,NA,523,"Dubbel",16
"2272","Double Duckpin",2507,0.085,90,72,"American Double / Imperial IPA",12
"2273","Old Pro",2506,0.042,10,72,"Gose",12
"2274","Duckpin Pale Ale",829,0.055,NA,72,"American Pale Ale (APA)",12
"2275","Balt Altbier",582,0.06,NA,72,"Altbier",12
"2276","Campside Session IPA",2190,0.045,50,203,"American IPA",16
"2277","Upland Wheat Ale",1951,0.045,15,203,"Witbier",16
"2278","Dragonfly IPA",1950,0.06,NA,203,"American IPA",16
"2279","Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale",2565,0.128,NA,52,"Quadrupel (Quad)",19.2
"2280","Lee Hill Series Vol. 4 - Manhattan Style Rye Ale",2564,0.104,NA,52,"Rye Beer",19.2
"2281","Lee Hill Series Vol. 2 - Wild Saison",2563,0.068,24,52,"American Wild Ale",19.2
"2282","Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout",2562,0.099,51,52,"American Double / Imperial Stout",19.2
"2283","Lee Hill Series Vol. 1 - Barrel Aged Brown Ale",2561,0.076,NA,52,"American Brown Ale",19.2
"2284","Blood Orange Saison",2560,0.06,NA,52,"Saison / Farmhouse Ale",12
"2285","Thai Style White IPA",1932,0.065,33,52,"American White IPA",12
"2286","Ferus Fluxus Wild Belgian Pale Ale",1853,0.075,30,52,"American Wild Ale",19.2
"2287","Upslope Imperial India Pale Ale",1315,0.099,90,52,"American Double / Imperial IPA",19.2
"2288","Upslope Christmas Ale",907,0.082,NA,52,"Winter Warmer",16
"2289","Upslope Pumpkin Ale",906,0.077,NA,52,"Pumpkin Ale",16
"2290","Upslope Belgian Style Pale Ale",683,0.075,30,52,"Belgian Pale Ale",12
"2291","Upslope Foreign Style Stout",614,0.069,NA,52,"Foreign / Export Stout",12
"2292","Top Rope Mexican-style Craft Lager",466,0.048,15,52,"Vienna Lager",12
"2293","Upslope Craft Lager",444,0.048,22,52,"Vienna Lager",12
"2294","Upslope Brown Ale",345,0.067,NA,52,"English Brown Ale",12
"2295","Upslope Pale Ale",80,0.058,NA,52,"American Pale Ale (APA)",12
"2296","Upslope India Pale Ale",79,0.072,NA,52,"American IPA",12
"2297","Common Sense Kentucky Common Ale",382,0.053,22,547,"American Brown Ale",16
"2298","Upstate I.P.W.",381,0.065,70,547,"American IPA",12
"2299","Squatters Full Suspension Pale Ale",1826,0.04,NA,303,"American Pale Ale (APA)",12
"2300","Squatters Hop Rising Double IPA",1825,0.09,75,303,"American Double / Imperial IPA",12
"2301","Devastator Double Bock",1824,0.08,NA,303,"Doppelbock",12
"2302","Wasatch Ghostrider White IPA",1823,0.06,NA,303,"American White IPA",12
"2303","Wasatch Ghostrider White IPA (2014)",1682,0.06,NA,303,"American White IPA",12
"2304","Wasatch Apricot Hefeweizen",1681,0.04,NA,303,"Fruit / Vegetable Beer",12
"2305","Squatters Hop Rising Double IPA (2014)",1680,0.09,75,303,"American Double / Imperial IPA",12
"2306","Squatters Full Suspension Pale Ale",1679,0.04,NA,303,"American Pale Ale (APA)",12
"2307","Nunica Pine",2245,0.068,NA,186,"Cider",16
"2308","Ginger Peach",2244,0.069,NA,186,"Cider",16
"2309","Totally Roasted",1378,0.068,NA,186,"Cider",16
"2310","Blue Gold",1377,0.068,NA,186,"Cider",16
"2311","Hard Apple",1376,0.068,NA,186,"Cider",16
"2312","Nitro Can Coffee Stout",2411,0.052,NA,114,"American Stout",12
"2313","Voodoo Love Child",1770,0.092,25,323,"Tripel",12
"2314","White Magick of the Sun",1769,0.079,23,323,"Witbier",12
"2315","Wynona's Big Brown Ale",1730,0.075,31,323,"American Brown Ale",12
"2316","Gran Met",1729,0.092,25,323,"Belgian Strong Pale Ale",12
"2317","Good Vibes IPA",1603,0.073,85,323,"American IPA",12
"2318","Pilzilla",1488,0.075,85,323,"American Double / Imperial Pilsner",12
"2319","Wachusett Light IPA",1846,0.04,37,296,"American IPA",12
"2320","Green Monsta IPA",1845,0.06,55,296,"American IPA",12
"2321","Wachusett IPA",1844,0.056,50,296,"American IPA",12
"2322","Strawberry White",1843,0.047,NA,296,"Witbier",12
"2323","Larry Imperial IPA",1418,0.085,85,296,"American Double / Imperial IPA",12
"2324","Wachusett Summer",1038,0.047,NA,296,"American Pale Wheat Ale",12
"2325","Country Pale Ale",1030,0.051,17,296,"English Pale Ale",12
"2326","Wachusett Light IPA (2013)",1029,0.04,37,296,"American IPA",12
"2327","Pumpkan",908,0.052,20,296,"Pumpkin Ale",12
"2328","Wachusett Blueberry Ale",619,0.045,10,296,"Fruit / Vegetable Beer",12
"2329","Green Monsta IPA",618,0.06,55,296,"American IPA",12
"2330","T-6 Red Ale (2004)",780,0.047,NA,507,"American Amber / Red Ale",12
"2331","Self Starter",2450,0.052,67,95,"American IPA",16
"2332","Ermal's",2223,0.054,20,95,"Cream Ale",16
"2333","10 Ton",2222,0.07,NA,95,"Oatmeal Stout",16
"2334","Flyin' Rye",2221,0.07,NA,95,"American IPA",16
"2335","Christmas Ale",2439,0.09,NA,101,"Herbed / Spiced Beer",12
"2336","Pay It Forward Cocoa Porter",2356,0.07,NA,101,"American Porter",12
"2337","West Sixth Amber Ale",1069,0.055,NA,101,"American Amber / Red Ale",12
"2338","West Sixth IPA",652,NA,NA,101,"American IPA",12
"2339","One Claw",1542,0.055,NA,385,"American Pale Ale (APA)",12
"2340","Westbrook Gose",1312,0.04,5,385,"Gose",12
"2341","White Thai",576,0.05,16,385,"Witbier",12
"2342","Westbrook IPA",575,0.068,65,385,"American IPA",12
"2343","Westfield Octoberfest",1645,0.057,22,352,"Märzen / Oktoberfest",12
"2344","Pop's Old Fashioned Lager",1551,0.052,NA,352,"American Amber / Red Lager",12
"2345","Charlie in the Rye",1550,0.058,55,352,"American IPA",12
"2346","Royal Lager",2364,NA,NA,133,"American Pale Lager",16
"2347","Rip Van Winkle (Current)",2348,0.08,NA,133,"Bock",12
"2348","O’Malley’s Stout",2344,NA,NA,133,"English Stout",12
"2349","O’Malley’s IPA",2343,0.075,89,133,"American IPA",12
"2350","O’Malley’s Irish Style Cream Ale",2342,NA,NA,133,"Cream Ale",12
"2351","L'il Lucy's Hot Pepper Ale",2341,0.049,28,133,"Chile Beer",12
"2352","Drop Kick Ale",2340,0.052,NA,133,"American Amber / Red Ale",12
"2353","Raspberry Berliner Weisse",2573,0.055,NA,48,"Berliner Weissbier",12
"2354","Hop Session",2572,0.05,NA,48,"American IPA",12
"2355","Blueberry Berliner Weisse",2571,0.055,NA,48,"Berliner Weissbier",12
"2356","Berliner Weisse",2570,0.055,NA,48,"Berliner Weissbier",12
"2357","Super G IPA",1498,0.06,NA,397,"American IPA",16
"2358","Hefe Lemon",1838,0.049,30,297,"Radler",12
"2359","Hefe Black",1837,0.049,30,297,"Hefeweizen",12
"2360","Widmer Brothers Hefeweizen",1836,0.049,30,297,"Hefeweizen",12
"2361","Hop Slayer Double IPA",1619,0.082,100,362,"American Double / Imperial IPA",12
"2362","Pumpkin Ale",1618,0.045,NA,362,"Pumpkin Ale",12
"2363","Big Bowl Blonde Ale",1364,0.05,NA,362,"American Brown Ale",12
"2364","Phat Chance",971,0.052,27,362,"American Blonde Ale",12
"2365","Hop Slayer Double IPA (2011)",740,0.082,100,362,"American Double / Imperial IPA",12
"2366","Hop Slayer Double IPA (2011)",430,0.082,100,362,"American Double / Imperial IPA",12
"2367","Wild Onion Summer Wit",398,0.042,13,362,"Witbier",12
"2368","Jack Stout",366,0.06,23,362,"Oatmeal Stout",12
"2369","Wild Onion Pumpkin Ale (2010)",334,0.045,NA,362,"Pumpkin Ale",12
"2370","Paddy Pale Ale",162,0.056,41,362,"American Pale Ale (APA)",12
"2371","Blonde Hunny",2253,0.068,21,182,"Belgian Pale Ale",12
"2372","Wild Wolf Wee Heavy Scottish Style Ale",1318,0.057,20,182,"Scotch Ale / Wee Heavy",12
"2373","Wild Wolf American Pilsner",1195,0.045,25,182,"American Pilsner",12
"2374","Alpha Ale",1194,0.051,45,182,"American Pale Ale (APA)",12
"2375","Mystical Stout",826,0.054,NA,500,"Irish Dry Stout",16
"2376","Bodacious Bock",825,0.075,NA,500,"Bock",16
"2377","Ambitious Lager",813,0.05,NA,500,"Munich Helles Lager",16
"2378","Wyoming Pale Ale",324,0.072,NA,551,"American Pale Ale (APA)",16
"2379","Wind River Blonde Ale",323,0.05,NA,551,"American Blonde Ale",16
"2380","Ace IPA",762,0.074,83,510,"American IPA",16
"2381","P-51 Porter",761,0.08,31,510,"American Porter",16
"2382","#001 Golden Amber Lager",2149,0.055,NA,212,"American Amber / Red Lager",12
"2383","#002 American I.P.A.",2148,0.071,60,212,"American IPA",12
"2384","#003 Brown & Robust Porter",2147,0.052,NA,212,"American Porter",12
"2385","#004 Session I.P.A.",2146,0.048,38,212,"American IPA",12
"2386","Tarasque",2047,0.059,NA,240,"Saison / Farmhouse Ale",12
"2387","Ananda India Pale Ale",1470,0.062,61,240,"American IPA",12
"2388","Tiny Bomb",1469,0.045,23,240,"American Pilsner",12
"2389","Train Hopper",2627,0.058,72,15,"American IPA",12
"2390","Edward’s Portly Brown",2626,0.045,NA,15,"American Brown Ale",12
"2391","Troopers Alley IPA",1676,0.059,135,345,"American IPA",12
"2392","Wolverine Premium Lager",1468,0.047,15,403,"American Pale Lager",12
"2393","Woodchuck Amber Hard Cider",822,0.05,NA,502,"Cider",12
"2394","4000 Footer IPA",2417,0.065,82,110,"American IPA",12
"2395","Summer Brew",2306,0.028,15,110,"American Pilsner",12
"2396","Be Hoppy IPA",1697,0.065,69,340,"American IPA",16
"2397","Worthy IPA",2194,0.069,69,200,"American IPA",12
"2398","Easy Day Kolsch",1514,0.045,25,200,"Kölsch",12
"2399","Lights Out Vanilla Cream Extra Stout",1513,0.077,30,200,"American Double / Imperial IPA",12
"2400","Worthy IPA (2013)",1512,0.069,69,200,"American IPA",12
"2401","Worthy Pale",1511,0.06,50,200,"American Pale Ale (APA)",12
"2402","Patty's Chile Beer",1345,0.042,NA,425,"Chile Beer",12
"2403","Colorojo Imperial Red Ale",1316,0.082,NA,425,"American Strong Ale",12
"2404","Wynkoop Pumpkin Ale",1045,0.055,NA,425,"Pumpkin Ale",12
"2405","Rocky Mountain Oyster Stout",1035,0.075,NA,425,"American Stout",12
"2406","Belgorado",928,0.067,45,425,"Belgian IPA",12
"2407","Rail Yard Ale",807,0.052,NA,425,"American Amber / Red Ale",12
"2408","B3K Black Lager",620,0.055,NA,425,"Schwarzbier",12
"2409","Silverback Pale Ale",145,0.055,40,425,"American Pale Ale (APA)",12
"2410","Rail Yard Ale (2009)",84,0.052,NA,425,"American Amber / Red Ale",12
